country,Year,Female,Male,Total
32,1986,80.98,75.27,78.21
32,1987,81.43,75.65,78.63
32,1988,81.33,75.59,78.54
32,1989,81.8,75.97,78.98
32,1990,81.86,75.94,78.99
32,1991,82.17,76.16,79.26
32,1992,82.29,76.13,79.3
32,1993,82.45,76.27,79.44
32,1994,82.9,76.59,79.83
32,1995,82.78,76.41,79.68
32,1996,83.5,77.03,80.36
32,1997,83.73,77.24,80.58
32,1998,83.92,77.21,80.65
32,1999,83.92,77.17,80.62
32,2000,84.52,77.68,81.19
32,2001,84.85,78.01,81.52
32,2002,85.15,78.28,81.81
32,2003,85.25,78.32,81.87
32,2004,85.5,78.61,82.15
32,2005,85.42,78.5,82.04
32,2006,85.7,78.92,82.4
32,2007,85.88,79.1,82.58
32,2008,85.95,79.21,82.66
32,2009,86.33,79.51,83
32,2010,86.24,79.51,82.95
32,2011,85.86,79.4,82.7
32,2012,86.36,79.9,83.2
32,2013,86.56,80.17,83.43
32,2014,86.77,80.45,83.68
32,2015,86.97,80.72,83.91
32,2016,87.12,80.93,84.09
32,2017,87.26,81.06,84.22
32,2018,87.31,81.21,84.32
32,2019,87.44,81.36,84.45
32,2020,87.74,81.57,84.71
32,2021,87.6,81.48,84.58
32,2022,87.11,81.07,84.1
33,2003,80.7,73.75,77.34
33,2004,81.2,74.27,77.84
33,2005,81.55,74.86,78.34
33,2006,82.11,75.43,78.9
33,2007,82.41,75.84,79.27
33,2008,83.01,76.3,79.8
33,2009,83.43,76.74,80.23
33,2010,83.66,76.87,80.4
33,2011,84.05,77.35,80.84
33,2012,84.17,77.59,81.01
33,2013,84.61,78.17,81.53
33,2014,85.02,78.65,81.97
33,2015,85.18,78.97,82.21
33,2016,85.44,79.34,82.52
33,2017,85.76,79.73,82.87
33,2018,85.77,79.81,82.9
33,2019,86.31,80.34,83.44
33,2020,86.47,80.56,83.63
34,1959,70.63,64.37,67.73
34,1960,73.02,66.99,70.28
34,1961,73.61,66.83,70.45
34,1962,72.46,65.94,69.43
34,1963,73.85,66.79,70.56
34,1964,75.05,68.3,71.93
34,1965,74.75,68.15,71.69
34,1966,75.12,68.15,71.87
34,1967,75.48,67.98,71.95
34,1968,75.15,67.68,71.63
34,1969,75.01,67.08,71.23
34,1970,75.04,66.81,71.1
34,1971,76.13,67.56,72.04
34,1972,75.45,66.83,71.31
34,1973,75.65,67.23,71.62
34,1974,75.71,67.01,71.54
34,1975,75.57,66.37,71.11
34,1976,75.87,66.3,71.22
34,1977,75.65,66.2,71.06
34,1978,75.43,66,70.85
34,1979,75.62,65.58,70.72
34,1980,75.63,65.58,70.7
34,1981,75.65,65.5,70.69
34,1982,75.99,65.92,71.07
34,1983,75.89,65.9,71.01
34,1984,75.57,65.33,70.54
34,1985,75.48,65.76,70.74
34,1986,76.44,67.93,72.39
34,1987,76.34,67.73,72.23
34,1988,76.26,67.46,72.03
34,1989,76.21,66.84,71.66
34,1990,76.15,66.39,71.37
34,1991,75.81,65.13,70.51
34,1992,75.87,64.78,70.34
34,1993,74.93,63.12,68.94
34,1994,74.76,62.51,68.5
34,1995,74.96,63.24,69.02
34,1996,75.79,64.61,70.2
34,1997,76.55,65.45,71.03
34,1998,76.57,65.97,71.33
34,1999,76.94,66.33,71.72
34,2000,77.37,66.74,72.14
34,2001,77.49,65.9,71.71
34,2002,77.47,66.17,71.84
34,2003,77.73,66.4,72.09
34,2004,77.73,66.27,72
34,2005,77.47,65.21,71.25
34,2006,77.06,65.05,70.96
34,2007,77.19,64.51,70.7
34,2008,77.52,65.92,71.69
34,2009,78.53,67.12,72.85
34,2010,78.76,67.55,73.19
34,2011,79.06,68.03,73.61
34,2012,79.41,68.39,73.97
34,2013,79.37,68.53,74.02
34,2014,79.86,69.13,74.59
34,2015,79.61,69.15,74.48
34,2016,79.97,69.47,74.82
34,2017,80.37,70.71,75.7
34,2018,80.59,70.91,75.9
34,2019,81.02,71.5,76.42
34,2020,80.03,70.07,75.1
35,1960,72.15,66.03,68.99
35,1961,72.45,66.78,69.53
35,1962,71.83,65.67,68.63
35,1963,71.93,65.94,68.85
35,1964,72.99,65.44,69.06
35,1965,72.94,66.09,69.4
35,1966,72.5,66.27,69.3
35,1967,73.02,66.53,69.67
35,1968,73.35,67.33,70.28
35,1969,73.31,66.57,69.85
35,1970,72.9,66.38,69.56
35,1971,72.93,66.16,69.46
35,1972,73.88,67.64,70.69
35,1973,74.46,66.76,70.48
35,1974,74.29,66.95,70.53
35,1975,74.16,67.05,70.53
35,1976,74.07,66.99,70.46
35,1977,75.77,67.93,71.77
35,1978,75.26,68.26,71.72
35,1979,75.98,68.84,72.39
35,1980,75.16,69.84,72.56
35,1981,75.87,68.89,72.39
35,1982,76.06,68.82,72.44
35,1983,76.83,69.78,73.33
35,1984,76.58,69.59,73.11
35,1985,76.95,70.22,73.63
35,1986,78.35,70.7,74.54
35,1987,77.59,70.59,74.13
35,1988,78.46,70.94,74.73
35,1989,77.99,71.23,74.67
35,1990,78.23,72.29,75.36
35,1991,78.86,71.93,75.45
35,1992,78.22,71.88,75.11
35,1993,79.2,72.13,75.72
35,1994,79.45,73.12,76.37
35,1995,79.92,72.88,76.43
35,1996,79.59,73.16,76.44
35,1997,79.41,73.95,76.79
35,1998,80.13,73.66,76.96
35,1999,80.73,74.29,77.59
35,2000,80.81,74.51,77.74
35,2001,80.46,75.06,77.85
35,2002,81.23,74.62,77.96
35,2003,80.8,74.82,77.84
35,2004,82.2,76.04,79.19
35,2005,82.07,76.76,79.48
35,2006,81.72,76.82,79.31
35,2007,82,76.73,79.43
35,2008,82.76,78.12,80.53
35,2009,82.92,78.15,80.63
35,2010,83.16,77.96,80.62
35,2011,83.17,78.39,80.83
35,2012,83.37,78.77,81.1
35,2013,83.4,79.34,81.4
35,2014,84.43,79.09,81.78
35,2015,84.24,79.67,81.98
35,2016,84.78,79.8,82.3
35,2017,83.9,79.57,81.75
35,2018,84.19,79.84,82.02
35,2019,84.79,79.98,82.39
35,2020,84.36,79.78,82.05
35,2021,84.61,80.37,82.49
35,2022,85.02,80.6,82.81
36,1959,72.66,65.56,69.51
36,1960,73.51,66.28,70.33
36,1961,73.92,66.33,70.54
36,1962,73.17,65.83,69.9
36,1963,73.69,66.22,70.33
36,1964,74.88,67.33,71.53
36,1965,74.85,66.79,71.22
36,1966,74.6,66.99,71.18
36,1967,74.22,66.75,70.86
36,1968,74.54,65.76,70.47
36,1969,74.55,65.28,70.21
36,1970,74.24,65.65,70.24
36,1971,74.8,65.74,70.57
36,1972,74.77,65.24,70.27
36,1973,74.49,65.34,70.19
36,1974,74.74,64.97,70.12
36,1975,74.16,63.93,69.26
36,1976,74.39,63.97,69.39
36,1977,74.15,64.28,69.45
36,1978,74.1,64.1,69.33
36,1979,73.71,63.52,68.83
36,1980,74.09,63.74,69.12
36,1981,74.37,63.44,69.08
36,1982,74.62,64.24,69.63
36,1983,74.58,63.87,69.4
36,1984,74.46,64.06,69.44
36,1985,74.01,64.74,69.6
36,1986,75.08,66.29,70.96
36,1987,75.11,66.38,71.01
36,1988,75.14,66.19,70.91
36,1989,75.09,65.33,70.41
36,1990,74.51,64.13,69.46
36,1991,74.49,63.68,69.17
36,1992,74.3,62.58,68.45
36,1993,73.2,60.38,66.63
36,1994,72.25,58.72,65.18
36,1995,72.66,59.71,65.99
36,1996,74.41,62.73,68.59
36,1997,74.68,63.62,69.22
36,1998,74.45,63.2,68.85
36,1999,74.96,64.19,69.65
36,2000,75.7,64.53,70.18
36,2001,75.46,64.26,69.91
36,2002,75.85,64.43,70.18
36,2003,75.71,65.35,70.64
36,2004,76.07,65.6,70.94
36,2005,76.28,64.94,70.63
36,2006,76.08,64.96,70.55
36,2007,76.21,65.3,70.79
36,2008,77.38,66.44,72.01
36,2009,77.58,67.51,72.7
36,2010,77.84,67.89,73.03
36,2011,78.5,68.55,73.72
36,2012,78.68,68.86,73.95
36,2013,78.73,69.26,74.19
36,2014,79.23,69.07,74.3
36,2015,79.33,69.68,74.67
36,2016,79.39,69.78,74.76
36,2017,79.53,69.8,74.82
36,2018,79.62,70.05,74.99
36,2019,80.02,70.9,75.65
37,1850,40.8,38.89,39.84
37,1851,40.93,39.35,40.14
37,1852,39.55,37.87,38.71
37,1853,39.78,37.72,38.74
37,1854,39.58,37.88,38.72
37,1855,35.4,33.79,34.58
37,1856,39.3,37.65,38.47
37,1857,36.26,34.59,35.41
37,1858,35.87,33.76,34.79
37,1859,31.92,29.94,30.91
37,1860,38.06,35.98,37
37,1861,37.31,35.74,36.51
37,1862,39.06,37.7,38.37
37,1863,39.31,37.35,38.31
37,1864,38.57,36.77,37.65
37,1865,37.39,35.58,36.47
37,1866,34.82,32.61,33.69
37,1867,40.36,38.29,39.3
37,1868,38.7,36.88,37.78
37,1869,41.45,39.45,40.43
37,1870,38.55,36.57,37.54
37,1871,33.96,32.09,33.01
37,1872,37.77,35.21,36.47
37,1873,40.55,38.03,39.27
37,1874,42.54,40.11,41.3
37,1875,39.49,37.25,38.34
37,1876,41.75,39.23,40.46
37,1877,43.43,40.79,42.08
37,1878,42.36,39.88,41.09
37,1879,43.17,40.84,41.98
37,1880,41.87,39.03,40.41
37,1881,44.2,41.63,42.89
37,1882,45.25,42.42,43.8
37,1883,43.66,41.12,42.36
37,1884,42.59,40.15,41.34
37,1885,44.47,42.14,43.28
37,1886,43.58,40.46,41.98
37,1887,46.51,43.52,44.98
37,1888,45.68,42.84,44.23
37,1889,45.66,43.13,44.37
37,1890,45.76,43.13,44.42
37,1891,45.68,42.93,44.27
37,1892,45.29,42.68,43.95
37,1893,47.26,44.52,45.86
37,1894,48.44,45.6,46.99
37,1895,48.26,45.26,46.73
37,1896,49.9,47.25,48.56
37,1897,51.13,47.81,49.43
37,1898,50.61,47.66,49.11
37,1899,50.77,48,49.36
37,1900,49.9,47.12,48.48
37,1901,50.37,47.21,48.75
37,1902,51.99,49.35,50.65
37,1903,53.09,50.05,51.54
37,1904,52.19,49.59,50.87
37,1905,53.5,50.76,52.1
37,1906,53.85,51.73,52.78
37,1907,54.74,52.31,53.51
37,1908,54,51.59,52.77
37,1909,56.14,53.75,54.92
37,1910,56.25,54.07,55.14
37,1911,54.31,52.08,53.18
37,1912,58.15,56.16,57.14
37,1913,58.44,56.3,57.35
37,1914,58.31,56.1,57.19
37,1915,58.2,56.3,57.24
37,1916,57.17,55.19,56.16
37,1917,56.7,54.64,55.65
37,1918,48.65,46.64,47.63
37,1919,55.63,53.97,54.78
37,1920,58.92,57.09,57.98
37,1921,60.55,58.91,59.71
37,1922,60.47,59.14,59.78
37,1923,62.77,61.26,62
37,1924,63.54,62.25,62.88
37,1925,63.92,62.35,63.12
37,1926,63.69,62.3,62.98
37,1927,63.36,61.9,62.61
37,1928,64.5,62.94,63.71
37,1929,62.89,61.44,62.15
37,1930,65.4,63.95,64.66
37,1931,65.01,63.67,64.32
37,1932,66.06,64.75,65.39
37,1933,66.69,65.4,66.03
37,1934,67.34,65.88,66.6
37,1935,67.25,65.8,66.51
37,1936,67.41,66.08,66.73
37,1937,67.72,66.23,66.97
37,1938,68.26,66.55,67.39
37,1939,68.55,66.92,67.72
37,1940,67.29,63.59,65.4
37,1941,66.9,63.82,65.33
37,1942,67.62,64.07,65.8
37,1943,66.2,62.69,64.41
37,1944,63.6,59.07,61.27
37,1945,61.19,50.78,55.58
37,1946,68.87,66.24,67.53
37,1947,70.84,68.3,69.56
37,1948,72.39,69.72,71.04
37,1949,71.58,69.02,70.29
37,1950,72.59,70.31,71.44
37,1951,72.76,70.26,71.5
37,1952,73.29,70.96,72.12
37,1953,72.99,70.43,71.7
37,1954,73.83,70.96,72.38
37,1955,74.09,70.94,72.5
37,1956,74.11,70.97,72.52
37,1957,74.58,71.38,72.97
37,1958,74.84,71.46,73.14
37,1959,75.17,71.25,73.19
37,1960,75.3,71.45,73.35
37,1961,75.73,71.43,73.55
37,1962,75.57,70.96,73.22
37,1963,75.78,71.01,73.35
37,1964,76.27,71.28,73.73
37,1965,76.16,71.14,73.6
37,1966,76.14,71.05,73.55
37,1967,76.58,71.18,73.83
37,1968,76.44,70.93,73.64
37,1969,76.29,70.92,73.56
37,1970,76.52,70.83,73.63
37,1971,76.81,71.03,73.87
37,1972,76.82,70.84,73.78
37,1973,77.18,71.35,74.23
37,1974,77.65,71.63,74.61
37,1975,77.73,71.47,74.55
37,1976,77.9,71.53,74.67
37,1977,78.5,72.08,75.26
37,1978,78.47,71.94,75.17
37,1979,78.88,72.43,75.65
37,1980,79.14,72.44,75.77
37,1981,79.28,72.7,75.99
37,1982,79.39,72.73,76.06
37,1983,79.56,72.93,76.26
37,1984,79.67,72.96,76.32
37,1985,79.64,73.06,76.37
37,1986,79.58,73.07,76.35
37,1987,80.04,73.5,76.81
37,1988,80.22,73.68,77
37,1989,79.91,73.66,76.83
37,1990,80.09,73.82,77.01
37,1991,80.14,74.05,77.16
37,1992,80.28,74.3,77.36
37,1993,79.99,73.98,77.04
37,1994,80.3,74.58,77.51
37,1995,80.36,74.6,77.55
37,1996,80.32,74.65,77.55
37,1997,80.53,75.16,77.93
37,1998,80.67,75.18,78
37,1999,80.44,75.33,77.96
37,2000,80.56,75.53,78.12
37,2001,80.7,75.81,78.33
37,2002,80.68,75.99,78.41
37,2003,80.92,76.24,78.66
37,2004,81.43,76.87,79.23
37,2005,81.59,77.2,79.48
37,2006,81.88,77.63,79.84
37,2007,82.31,78.02,80.25
37,2008,82.28,78.32,80.39
37,2009,82.65,78.54,80.67
37,2010,82.72,78.79,80.83
37,2011,82.86,79.21,81.11
37,2012,82.83,79.16,81.06
37,2013,83.05,79.43,81.3
37,2014,83.29,79.88,81.65
37,2015,83.13,79.75,81.48
37,2016,83.13,79.88,81.55
37,2017,83.32,80.07,81.73
37,2018,83.33,80.16,81.78
37,2019,83.57,80.47,82.05
37,2020,83.08,79.68,81.39
37,2021,83,79.69,81.35
37,2022,83.11,80.12,81.63
38,1846,49.67,46.44,48.05
38,1847,46.08,43.47,44.77
38,1848,46.7,43.36,45.01
38,1849,49.82,46.31,48.04
38,1850,51.28,47.78,49.52
38,1851,51.49,47.97,49.72
38,1852,49.94,46.98,48.47
38,1853,49.33,46.48,47.91
38,1854,53.3,49.92,51.62
38,1855,52.26,48.59,50.43
38,1856,51.84,48.84,50.35
38,1857,51.6,48.81,50.21
38,1858,53.09,50.04,51.57
38,1859,51.28,48.56,49.92
38,1860,51.3,48.67,49.99
38,1861,46.94,44.67,45.81
38,1862,45.8,43.61,44.71
38,1863,48.16,45.27,46.71
38,1864,49.95,47.62,48.78
38,1865,51.85,48.98,50.42
38,1866,51.47,48.35,49.91
38,1867,49.55,46.22,47.87
38,1868,48.95,45.42,47.18
38,1869,50.99,47.54,49.26
38,1870,52.55,49.18,50.86
38,1871,51.4,47.96,49.67
38,1872,51.57,48.47,50.02
38,1873,51.16,48.19,49.68
38,1874,49.23,46.3,47.77
38,1875,49.17,46.1,47.63
38,1876,48.31,45.33,46.82
38,1877,51.2,48.3,49.75
38,1878,53.18,50.4,51.78
38,1879,54.36,51.93,53.14
38,1880,53.27,50.5,51.89
38,1881,51.85,49.03,50.44
38,1882,48.49,46.26,47.38
38,1883,50.7,48.49,49.59
38,1884,52,49.52,50.76
38,1885,52.3,49.76,51.04
38,1886,52.88,50.48,51.7
38,1887,52.76,50.56,51.67
38,1888,51.64,49.06,50.37
38,1889,50.43,47.65,49.07
38,1890,50.03,47.13,48.61
38,1891,51.42,48.13,49.8
38,1892,51.45,47.86,49.67
38,1893,53.26,49.48,51.39
38,1894,52.41,48.79,50.62
38,1895,54.4,51.15,52.79
38,1896,55.88,51.76,53.82
38,1897,55.64,51.76,53.71
38,1898,55.76,52.12,53.95
38,1899,53.42,49.8,51.61
38,1900,55.14,51.77,53.47
38,1901,56.43,52.72,54.59
38,1902,57.98,54.93,56.47
38,1903,56.45,53.44,54.96
38,1904,57.33,54.78,56.07
38,1905,56.17,53.94,55.09
38,1906,58.11,55.63,56.9
38,1907,57.86,55.05,56.48
38,1908,57.56,54.96,56.28
38,1909,58.86,55.98,57.46
38,1910,59.5,56.39,57.98
38,1911,59.63,56.35,58.01
38,1912,59.22,56.18,57.73
38,1913,60.02,56.54,58.31
38,1914,59.45,56.1,57.79
38,1915,59.81,56.45,58.16
38,1916,59.09,55.34,57.23
38,1917,59.32,56.09,57.71
38,1918,52.06,48.55,50.32
38,1919,58.09,55.47,56.79
38,1920,60.17,57.52,58.85
38,1921,62.87,60.23,61.57
38,1922,61.91,59.62,60.78
38,1923,62.99,60.56,61.8
38,1924,63.27,60.89,62.11
38,1925,63.96,61.02,62.51
38,1926,64.51,61.94,63.25
38,1927,64.4,61.27,62.85
38,1928,64.68,62.07,63.4
38,1929,63.89,60.99,62.45
38,1930,65.6,62.56,64.1
38,1931,65.55,62.78,64.18
38,1932,65.89,63.26,64.59
38,1933,66.91,64.03,65.48
38,1934,67.69,64.69,66.21
38,1935,67.3,64.37,65.84
38,1936,67.36,64.25,65.82
38,1937,67.65,64.37,66.02
38,1938,68.98,65.2,67.09
38,1939,69.04,65.64,67.35
38,1940,68.63,63.24,65.88
38,1941,68.24,63.3,65.74
38,1942,68.63,62.88,65.7
38,1943,69.03,63.26,66.09
38,1944,68.71,63.09,65.84
38,1945,70.45,65.97,68.19
38,1946,71.3,67.79,69.54
38,1947,71.67,68.35,70.01
38,1948,72.86,69.39,71.13
38,1949,73.07,69.98,71.52
38,1950,73.25,69.92,71.59
38,1951,74.29,70.76,72.53
38,1952,74.3,70.99,72.65
38,1953,75.07,71.24,73.15
38,1954,75.09,71.33,73.21
38,1955,75.34,71.53,73.43
38,1956,75.53,71.46,73.49
38,1957,75.53,71.37,73.43
38,1958,75.53,71.36,73.43
38,1959,75.79,71.36,73.55
38,1960,75.86,71.33,73.56
38,1961,76.05,71.16,73.56
38,1962,76.05,70.96,73.46
38,1963,75.49,70.78,73.1
38,1964,76.07,71.22,73.61
38,1965,76.53,71.05,73.73
38,1966,76.71,71.41,74.01
38,1967,76.94,71.33,74.07
38,1968,76.79,71.22,73.95
38,1969,76.67,70.81,73.67
38,1970,77.32,71,74.07
38,1971,77.36,71.15,74.17
38,1972,77.51,71.34,74.35
38,1973,77.71,71.33,74.44
38,1974,77.97,71.7,74.76
38,1975,78.06,71.72,74.82
38,1976,78.2,72.02,75.05
38,1977,78.67,72.26,75.4
38,1978,78.62,72.36,75.43
38,1979,78.82,72.17,75.42
38,1980,79.17,72.34,75.67
38,1981,79.27,72.64,75.88
38,1982,79.54,72.65,76.02
38,1983,79.56,72.74,76.08
38,1984,79.61,73.01,76.25
38,1985,79.41,72.59,75.93
38,1986,79.75,72.89,76.25
38,1987,79.58,72.76,76.1
38,1988,79.57,73.06,76.27
38,1989,79.84,73.33,76.54
38,1990,79.8,73.45,76.59
38,1991,80.09,74.02,77.04
38,1992,80.35,74.17,77.24
38,1993,80.24,74.24,77.22
38,1994,80.65,74.89,77.78
38,1995,80.81,74.8,77.8
38,1996,81.06,75.37,78.23
38,1997,80.97,75.46,78.24
38,1998,81.26,75.53,78.41
38,1999,81.12,75.61,78.39
38,2000,81.37,75.95,78.69
38,2001,81.52,76.21,78.89
38,2002,81.46,76.4,78.96
38,2003,81.93,77.04,79.53
38,2004,82.33,77.5,79.97
38,2005,82.51,77.72,80.17
38,2006,82.66,78.12,80.44
38,2007,82.67,78.24,80.5
38,2008,82.96,78.32,80.68
38,2009,83.06,78.59,80.86
38,2010,83.15,78.85,81.04
38,2011,83.44,79,81.25
38,2012,83.42,79.42,81.45
38,2013,83.61,79.66,81.66
38,2014,84.1,80.03,82.09
38,2015,84.14,80.37,82.28
38,2016,84.17,80.62,82.42
38,2017,84.28,80.92,82.63
38,2018,84.5,81.01,82.77
38,2019,84.7,81.18,82.96
38,2020,84.9,81.48,83.2
38,2021,84.73,81.59,83.17
38,2022,84.36,80.92,82.64
38,2023,84.64,81.39,83.02
39,1948,53.04,52.09,52.5
39,1949,50.34,52,51.2
39,1950,55,53.78,54.25
39,1951,56.47,54.53,55.49
39,1952,54.71,53.45,54.08
39,1953,58.13,55.08,56.48
39,1954,60.51,57.28,58.67
39,1955,59.06,58.08,58.61
39,1956,59.5,57.98,58.68
39,1957,58.04,56.39,57.2
39,1958,62.03,58.58,60.09
39,1959,60.67,59.6,60.16
39,1960,60.62,58.38,59.45
39,1961,61.98,58.54,60.11
39,1962,63.73,61.25,62.39
39,1963,63.93,61.85,62.84
39,1964,64.4,62.64,63.52
39,1965,65.43,61.39,63.22
39,1966,64.06,61.54,62.59
39,1967,65.5,62.25,63.76
39,1968,64.51,61.09,62.66
39,1969,65.26,60.49,62.64
39,1970,63.99,60.8,62.34
39,1971,64.78,60.66,62.59
39,1972,65.55,61.61,63.46
39,1973,66.23,60.98,63.39
39,1974,67.4,62.86,64.95
39,1975,67.2,62.74,64.78
39,1976,67.54,63.34,65.29
39,1977,66.8,62.78,64.69
39,1978,69.65,64.8,67.06
39,1979,69.55,64.05,66.6
39,1980,68.74,64.98,66.72
39,1981,69.87,65.26,67.39
39,1982,69.74,65.45,67.48
39,1983,70.63,65.11,67.67
39,1984,71.71,66.27,68.88
39,1985,70.97,67.19,69.07
39,1986,73.36,67.28,70.07
39,1987,73.17,68.49,70.74
39,1988,72.98,68.47,70.71
39,1989,72.94,68.09,70.49
39,1990,72.28,68.52,70.37
39,1991,73.29,68.2,70.67
39,1992,75.18,68.83,71.84
39,1993,73.89,68.6,71.18
39,1994,74.87,70.41,72.61
39,1995,75.02,69.96,72.47
39,1996,70.97,66.38,68.65
39,1997,71.89,67.15,69.49
39,1998,73.28,67.68,70.45
39,1999,72.88,67.58,70.19
39,2000,73.25,68.73,70.99
39,2001,73.4,69.87,71.68
39,2002,74.16,69.81,71.99
39,2003,74.69,69.61,72.14
39,2004,74.68,70.27,72.51
39,2005,75.34,71.01,73.22
39,2006,75.67,71.33,73.52
39,2007,76.36,71.33,73.87
39,2008,75.64,72.51,74.07
40,1901,60.53,58.43,59.33
40,1902,59.3,56.62,57.75
40,1903,59.53,56.94,58.07
40,1904,61.86,58.92,60.22
40,1905,62.45,60.25,61.19
40,1906,62.83,60,61.18
40,1907,58.95,56.85,57.79
40,1908,62.49,59.34,60.73
40,1909,63.24,60.27,61.56
40,1910,62.5,59.85,61.04
40,1911,63.34,60.41,61.7
40,1912,64.54,61.63,62.95
40,1913,63.15,60.34,61.59
40,1914,64.14,60.53,62.14
40,1915,64.52,61.22,62.74
40,1916,63.93,60.03,61.85
40,1917,64.29,61.29,62.66
40,1918,57.41,50.61,53.84
40,1919,64.73,61.62,63.04
40,1920,62.29,60.13,61.09
40,1921,65.52,62.39,63.82
40,1922,65.44,63.05,64.18
40,1923,65.05,62.6,63.74
40,1924,66.69,63.7,65.09
40,1925,66.53,64.05,65.2
40,1926,66.13,63.34,64.63
40,1927,66.75,64.03,65.29
40,1928,66.71,64,65.26
40,1929,66.9,63.68,65.19
40,1930,67.31,64.28,65.7
40,1931,67.78,64.93,66.28
40,1932,68.28,66.33,67.26
40,1933,69.03,66.21,67.53
40,1934,68.51,65.72,67.04
40,1935,69.14,66.42,67.71
40,1936,68.48,65.9,67.14
40,1937,68.6,65.61,67.04
40,1938,67.88,64.01,65.85
40,1939,69.26,65.98,67.53
40,1940,69.7,66.13,67.84
40,1941,69.2,65.75,67.41
40,1942,68.57,65,66.78
40,1943,69.63,65.78,67.73
40,1944,70.01,66.18,68.05
40,1945,70.24,66.5,68.31
40,1946,70.43,67.29,68.81
40,1947,71.65,67.76,69.62
40,1948,72.19,68.23,70.12
40,1949,72.32,68.53,70.37
40,1950,72.46,68.48,70.4
40,1951,72.4,67.95,70.1
40,1952,72.69,68.54,70.55
40,1953,73.68,68.95,71.23
40,1954,73.65,68.82,71.14
40,1955,73.88,69,71.36
40,1956,74.15,69.14,71.55
40,1957,73.99,68.61,71.19
40,1958,74.25,69.18,71.64
40,1959,74.17,69.05,71.53
40,1960,74.73,69.46,72.01
40,1961,74.45,69.17,71.73
40,1962,74.75,69.03,71.79
40,1963,74.78,68.99,71.78
40,1964,74.8,68.93,71.76
40,1965,74.78,68.84,71.72
40,1966,74.92,68.52,71.59
40,1967,75.21,68.87,71.94
40,1968,74.81,68.59,71.6
40,1969,75.24,68.95,72
40,1970,75.11,68.69,71.79
40,1971,75.58,69.25,72.31
40,1972,75.25,69.48,72.31
40,1973,75.6,68.93,72.16
40,1974,75.53,69.3,72.34
40,1975,76,69.4,72.61
40,1976,76.1,69.68,72.81
40,1977,76.06,69.27,72.57
40,1978,76.81,70.05,73.34
40,1979,76.91,70.16,73.45
40,1980,76.24,70.36,73.25
40,1981,77.28,70.79,73.97
40,1982,77.28,71.01,74.1
40,1983,77.29,71.18,74.2
40,1984,78.02,71.5,74.72
40,1985,77.14,71.2,74.14
40,1986,77.58,71.14,74.32
40,1987,77.37,71.5,74.42
40,1988,77.85,71.58,74.68
40,1989,78.27,72.12,75.19
40,1990,78.76,72.74,75.75
40,1991,79.2,73.62,76.43
40,1992,79.61,73.44,76.51
40,1993,79.58,74.2,76.93
40,1994,80.04,74.44,77.27
40,1995,79.87,74.44,77.18
40,1996,80.22,75.15,77.72
40,1997,80.92,75.53,78.25
40,1998,81.49,76.4,79
40,1999,81.14,76.37,78.81
40,2000,82.01,76.9,79.51
40,2001,81.85,77.02,79.49
40,2002,81.84,77.43,79.69
40,2003,82.09,77.82,80.01
40,2004,82.17,78.18,80.23
40,2005,82.89,78.81,80.91
40,2006,82.81,78.85,80.88
40,2007,82.89,78.98,80.98
40,2008,83.06,79.05,81.09
41,1948,70.83,66.97,68.81
41,1949,70.74,67.27,68.95
41,1950,71.24,67.41,69.25
